pillar,sort_order,slug,display_name,unit,wired_status,tier_index,threshold,current_title,current_body,copy_status,proposed_title,proposed_body,approved_y_n
cross_cutting,21,streak_overall,"Overall Activity Streak",days,wired,7,200,"Two Hundred Day Activity Streak","Two hundred days on. Rare territory. A full year sits at three sixty-five.",approved,,,
cross_cutting,21,streak_overall,"Overall Activity Streak",days,wired,8,365,"One Year Active Streak","Three sixty-five consecutive days. A whole year of showing up. Five hundred next.",approved,,,
cross_cutting,21,streak_overall,"Overall Activity Streak",days,wired,9,500,"Five Hundred Day Activity Streak","Five hundred days unbroken. Cadence has become identity. Two years sits at seven thirty.",approved,,,
cross_cutting,21,streak_overall,"Overall Activity Streak",days,wired,10,730,"Two Year Activity Streak","Seven hundred and thirty consecutive days. Two full years on. One thousand next.",approved,,,
cross_cutting,21,streak_overall,"Overall Activity Streak",days,wired,11,1000,"One Thousand Days Active","A four-figure unbroken streak. Almost no-one ever sees this number.",approved,,,
cross_cutting,21,streak_overall,"Overall Activity Streak",days,wired,12,1500,"Fifteen Hundred Days Active","Cadence has long since become who you are. Rarefied air.",approved,,,
cross_cutting,21,streak_overall,"Overall Activity Streak",days,wired,13,1825,"Five Years Active","Half a decade without a single missed day. Genuinely exceptional.",approved,,,
cross_cutting,21,streak_overall,"Overall Activity Streak",days,wired,14,3650,"Ten Years Active","A full decade of consecutive days. The benchmark for everyone else.",approved,,,
cross_cutting,27,full_five_weeks,"Five-Pillar Weeks",occurrence,NOT WIRED,1,1,"Five-Pillar Week Complete","All five wellbeing pillars touched in a single week — mental, physical, nutrition, education, and purpose. The full picture.",approved,,,
cross_cutting,28,charity_tips,"Community Months Donated",occurrence,NOT WIRED,1,1,"Community Month Donated","The VYVE community has logged another thirty activities together. One more free month of wellbeing donated to someone in need.",approved,,,
cross_cutting,29,personal_charity_contribution,"Your Months Donated",count,NOT WIRED,1,1,"First Month Donated","Your first thirty activities donated a free month to someone in need. Three next.",approved,,,
cross_cutting,29,personal_charity_contribution,"Your Months Donated",count,NOT WIRED,2,3,"Three Months Donated","Three months of access funded by your effort. Real impact, banked. Five next.",approved,,,
cross_cutting,29,personal_charity_contribution,"Your Months Donated",count,NOT WIRED,3,5,"Five Months Donated","Five free months donated through your work. Someone else's start, paid for. Ten next.",approved,,,
cross_cutting,29,personal_charity_contribution,"Your Months Donated",count,NOT WIRED,4,10,"Ten Months Donated","Ten months funded. Almost a full year of access, gifted onward. Twenty-five next.",approved,,,
cross_cutting,29,personal_charity_contribution,"Your Months Donated",count,NOT WIRED,5,25,"Twenty-Five Donated","Twenty-five months donated. Two years of someone else's wellbeing, funded by you. Fifty next.",approved,,,
cross_cutting,29,personal_charity_contribution,"Your Months Donated",count,NOT WIRED,6,50,"Fifty Months Donated","Fifty months gifted. Four-plus years of access, funded by your consistency. One hundred next.",approved,,,
cross_cutting,29,personal_charity_contribution,"Your Months Donated",count,NOT WIRED,7,100,"One Hundred Months","A century of months donated. Eight years of someone else's start, paid forward. Two-fifty next.",approved,,,
cross_cutting,29,personal_charity_contribution,"Your Months Donated",count,NOT WIRED,8,250,"Two Hundred and Fifty Months","Two-fifty months donated. Two decades of access, gifted. Five hundred next.",approved,,,
cross_cutting,29,personal_charity_contribution,"Your Months Donated",count,NOT WIRED,9,500,"Five Hundred Months","Five hundred months donated. Forty years of someone else's wellbeing, funded by your effort.",approved,,,
cross_cutting,29,personal_charity_contribution,"Your Months Donated",count,NOT WIRED,10,1000,"One Thousand Months","One thousand months donated. A lifetime of access for others, born of your discipline.",approved,,,
cross_cutting,30,member_days,"Time on VYVE",days,wired,1,1,"Day One Onboard","Welcome to VYVE. Day one. The next ninety days will tell you whether this works for you.",approved,,,
cross_cutting,30,member_days,"Time on VYVE",days,wired,2,7,"First Week as a Member","Seven days in. The platform is starting to feel familiar. Thirty days is the next mark.",approved,,,
cross_cutting,30,member_days,"Time on VYVE",days,wired,3,30,"First Month as a Member","Thirty days as a VYVE member. The habits are forming. Ninety days next.",approved,,,
cross_cutting,30,member_days,"Time on VYVE",days,wired,4,90,"Three Months as a Member","Ninety days in. The platform has become part of the routine. Half a year next.",approved,,,
cross_cutting,30,member_days,"Time on VYVE",days,wired,5,180,"Half Year as a Member","Six months as a VYVE member. The compound effect is visible. A full year sits at three sixty-five.",approved,,,
cross_cutting,30,member_days,"Time on VYVE",days,wired,6,365,"One Year as a Member","A full year on VYVE. Anniversary territory cleared. Two years sits at seven thirty.",approved,,,
cross_cutting,30,member_days,"Time on VYVE",days,wired,7,730,"Two Years as a Member","Two years on VYVE. The platform has compounded into part of how you operate. Three years next.",approved,,,
cross_cutting,30,member_days,"Time on VYVE",days,wired,8,1095,"Three Years as a Member","Three years as a VYVE member. Foundational tenure. Five years sits at eighteen twenty-five.",approved,,,
cross_cutting,30,member_days,"Time on VYVE",days,wired,9,1825,"Five Years as a Member","Half a decade on VYVE. The early-adopter cohort. Ten years next.",approved,,,
cross_cutting,30,member_days,"Time on VYVE",days,wired,10,3650,"Ten Years as a Member","A full decade as a VYVE member. The platform's history runs through you.",approved,,,
cross_cutting,31,tour_complete,"Tour Completed",flag,NOT WIRED,1,1,"VYVE Tour Complete","The in-app tour is finished. You know where everything lives — now make the platform work for you.",approved,,,
cross_cutting,32,healthkit_connected,"Apple Health Connected",flag,NOT WIRED,1,1,"Apple Health Connected","HealthKit is wired into VYVE. Steps, distance, calories, and sleep will now feed your lifetime ledger automatically.",approved,,,
cross_cutting,33,persona_switched,"Persona Switched",flag,NOT WIRED,1,1,"First Persona Switch","Your AI coach has been retuned to better match how you want to be guided. Switch any time.",approved,,,
